Group,Step,F1,Precision,Recall
1a,I,0.9980265012686778,0.998589562764457,0.9974640743871513
1a,II,0.9904843062065047,0.9985681557846506,0.982530290222598
1a,III,0.9904843062065047,0.9985681557846506,0.982530290222598
1a,IV,0.9904843062065047,0.9985681557846506,0.982530290222598
1a,V,0.9904843062065047,0.9985681557846506,0.982530290222598
1a,VI,0.9900539926115374,0.998566924620235,0.9816849816849816
1a,VII,0.9901974712317091,0.998567335243553,0.9819667511975204
1a,VIII,0.9904843062065047,0.9985681557846506,0.982530290222598
1a,IX,0.9810779816513762,0.9985409979573971,0.9642152719075796
1b,I,0.9980265012686778,0.998589562764457,0.9974640743871513
1b,II,0.9978852389679966,0.998589164785553,0.9971823048746126
1b,III,0.9980265012686778,0.998589562764457,0.9974640743871513
1b,IV,0.9980265012686778,0.998589562764457,0.9974640743871513
1b,V,0.9980265012686778,0.998589562764457,0.9974640743871513
1b,VI,0.9977439368302312,0.9985887665819927,0.9969005353620738
1b,VII,0.9976025948385278,0.9985883681535855,0.9966187658495351
1b,VIII,0.9977439368302312,0.9985887665819927,0.9969005353620738
1b,IX,0.9976025948385278,0.9985883681535855,0.9966187658495351
1c,I,0.9978852389679966,0.998589164785553,0.9971823048746126
1c,II,0.9978852389679966,0.998589164785553,0.9971823048746126
1c,III,0.9978852389679966,0.998589164785553,0.9971823048746126
1c,IV,0.9771190099294863,0.9985294117647059,0.9566074950690335
1c,V,0.9341730394361973,0.9983974358974359,0.8777120315581854
1c,VI,0.916958707907969,0.9983410749834107,0.8478444632290786
1c,VII,0.914974813005648,0.9983344437041972,0.8444632290786137
1c,VIII,0.914974813005648,0.9983344437041972,0.8444632290786137
1c,IX,0.9159676681409181,0.9983377659574468,0.8461538461538461
1d,I,0.9983089064261556,0.9985903580490555,0.9980276134122288
1d,II,0.9983089064261556,0.9985903580490555,0.9980276134122288
1d,III,0.9983089064261556,0.9985903580490555,0.9980276134122288
1d,IV,0.9983089064261556,0.9985903580490555,0.9980276134122288
1d,V,0.9981677237491191,0.9985899605188945,0.99774584389969
1d,VI,0.9981677237491191,0.9985899605188945,0.99774584389969
1d,VII,0.9981677237491191,0.9985899605188945,0.99774584389969
1d,VIII,0.9981677237491191,0.9985899605188945,0.99774584389969
1d,IX,0.9981677237491191,0.9985899605188945,0.99774584389969
2a,I,0.9980265012686778,0.998589562764457,0.9974640743871513
2a,II,0.9804934021801491,0.9985392930178206,0.9630881938574246
2a,III,0.9802008608321378,0.9985384390529085,0.9625246548323472
2a,IV,0.9886169607285145,0.9985628054038517,0.9788672865595942
2a,V,0.970899087881859,0.9985110184633711,0.9447731755424064
2a,VI,0.9563940684187344,0.9984671980380135,0.9177233023386869
2a,VII,0.9686593151479976,0.9985043374214777,0.9405466328543252
2a,VIII,0.9794687724335965,0.9985362997658079,0.9611158072696534
2a,IX,0.9531664212076584,0.9984572662758407,0.9118061425753733
2b,I,0.9968952864803838,0.9985863726321742,0.9952099182868414
2b,II,0.9800545271918496,0.9985380116959064,0.9622428853198084
2b,III,0.9592972181551976,0.9984760743675709,0.9230769230769231
2b,IV,0.9365649311789348,0.9984051036682615,0.8819385742462665
2b,V,0.9153059667327942,0.998335552596538,0.8450267681036912
